Loan_Status,ApplicantIncome,CoapplicantIncome,TotalIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area
Y,4124.0,0.0,4124.0,115.0,360.0,1,Female,No,0,Graduate,No,Semiurban
Y,9508.0,0.0,9508.0,187.0,360.0,1,Male,No,0,Graduate,No,Rural
Y,3075.0,2416.0,5491.0,139.0,360.0,1,Male,Yes,0,Graduate,No,Rural
N,4400.0,0.0,4400.0,127.0,360.0,0,Male,Yes,2,Graduate,No,Semiurban
Y,3153.0,1560.0,4713.0,134.0,360.0,1,Male,Yes,2,Graduate,No,Urban
N,5417.0,0.0,5417.0,143.0,480.0,0,Female,No,0,Graduate,No,Urban
Y,2383.0,3334.0,5717.0,172.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,4416.0,1250.0,5666.0,110.0,360.0,1,Male,Yes,3,Graduate,No,Urban
Y,6875.0,0.0,6875.0,200.0,360.0,1,Male,Yes,1,Graduate,No,Semiurban
Y,4666.0,0.0,4666.0,135.0,360.0,1,Female,Yes,1,Graduate,No,Urban
N,5000.0,2541.0,7541.0,151.0,480.0,1,Female,No,0,Graduate,No,Rural
N,2014.0,2925.0,4939.0,113.0,360.0,1,Male,Yes,1,Graduate,No,Urban
N,1800.0,2934.0,4734.0,93.0,360.0,0,Male,Yes,0,Not Graduate,No,Urban
Y,2875.0,1750.0,4625.0,105.0,360.0,1,Male,Yes,0,Not Graduate,No,Semiurban
Y,5000.0,0.0,5000.0,132.0,360.0,1,Female,No,0,Graduate,No,Rural
Y,1625.0,1803.0,3428.0,96.0,360.0,1,Male,Yes,1,Graduate,No,Urban
Y,4000.0,2500.0,6500.0,140.0,360.0,1,Male,No,0,Graduate,No,Rural
N,2000.0,0.0,2000.0,128.0,360.0,1,Male,No,0,Not Graduate,No,Urban
Y,3762.0,1666.0,5428.0,135.0,360.0,1,Female,No,0,Graduate,No,Rural
N,2400.0,1863.0,4263.0,104.0,360.0,0,Female,No,0,Graduate,No,Urban
N,10171.25,0.0,10171.25,261.5,360.0,1,Male,No,0,Graduate,No,Rural
Y,7667.0,0.0,7667.0,185.0,360.0,1,Male,Yes,2,Not Graduate,No,Rural
Y,2917.0,0.0,2917.0,84.0,360.0,1,Female,No,0,Graduate,No,Semiurban
Y,2927.0,2405.0,5332.0,111.0,360.0,1,Male,No,0,Not Graduate,No,Semiurban
Y,2507.0,0.0,2507.0,56.0,360.0,1,Female,No,0,Graduate,No,Rural
Y,5746.0,0.0,5746.0,144.0,84.0,1,Male,Yes,2,Graduate,Yes,Rural
N,2473.0,1843.0,4316.0,159.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,3399.0,1640.0,5039.0,111.0,180.0,1,Male,Yes,1,Not Graduate,No,Urban
Y,3717.0,0.0,3717.0,120.0,360.0,1,Male,Yes,2,Graduate,No,Semiurban
Y,2058.0,2134.0,4192.0,88.0,360.0,1,Male,Yes,0,Graduate,No,Urban
Y,3541.0,0.0,3541.0,112.0,360.0,1,Female,No,1,Graduate,No,Semiurban
N,10000.0,0.0,10000.0,155.0,360.0,1,Male,Yes,1,Graduate,Yes,Rural
Y,2400.0,2167.0,4567.0,115.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,4342.0,189.0,4531.0,124.0,360.0,1,Male,Yes,3,Graduate,No,Semiurban
Y,3601.0,1590.0,5191.0,128.0,360.0,1,Male,Yes,2,Not Graduate,No,Rural
Y,3166.0,2985.0,6151.0,132.0,360.0,1,Female,No,0,Graduate,No,Rural
Y,10171.25,0.0,10171.25,261.5,360.0,1,Male,Yes,3,Graduate,No,Rural
N,8666.0,4983.0,13649.0,261.5,360.0,0,Male,Yes,1,Graduate,Yes,Rural
Y,4917.0,0.0,4917.0,130.0,360.0,0,Male,No,0,Graduate,No,Rural
Y,5818.0,2160.0,7978.0,184.0,360.0,1,Male,Yes,0,Graduate,Yes,Semiurban
N,4333.0,2451.0,6784.0,110.0,360.0,1,Female,Yes,0,Graduate,No,Urban
Y,2500.0,0.0,2500.0,67.0,360.0,1,Female,No,0,Graduate,No,Urban
Y,4384.0,1793.0,6177.0,117.0,360.0,1,Male,No,1,Graduate,No,Urban
Y,2935.0,0.0,2935.0,98.0,360.0,1,Male,No,0,Graduate,No,Semiurban
Y,2833.0,0.0,2833.0,71.0,360.0,1,Male,No,0,Graduate,No,Urban
Y,10171.25,0.0,10171.25,261.5,180.0,1,Male,Yes,0,Graduate,No,Urban
Y,9833.0,1833.0,11666.0,182.0,180.0,1,Male,Yes,1,Graduate,Yes,Urban
Y,5503.0,4490.0,9993.0,70.0,360.0,1,Male,Yes,0,Graduate,Yes,Semiurban
Y,5250.0,688.0,5938.0,160.0,360.0,1,Male,Yes,1,Graduate,No,Rural
Y,2500.0,4600.0,7100.0,176.0,360.0,1,Male,Yes,2,Graduate,Yes,Rural
N,1830.0,0.0,1830.0,128.0,360.0,0,Female,No,3,Not Graduate,No,Urban
Y,4160.0,0.0,4160.0,71.0,360.0,1,Female,No,0,Graduate,No,Semiurban
N,2647.0,1587.0,4234.0,173.0,360.0,1,Male,Yes,3,Not Graduate,No,Rural
N,2378.0,0.0,2378.0,46.0,360.0,1,Female,No,0,Graduate,No,Rural
Y,4554.0,1229.0,5783.0,158.0,360.0,1,Male,Yes,1,Not Graduate,No,Urban
Y,3173.0,0.0,3173.0,74.0,360.0,1,Male,Yes,3,Not Graduate,No,Semiurban
Y,2583.0,2330.0,4913.0,125.0,360.0,1,Male,Yes,2,Graduate,No,Rural
Y,2499.0,2458.0,4957.0,160.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
N,3523.0,3230.0,6753.0,152.0,360.0,0,Male,Yes,0,Not Graduate,No,Rural
Y,3083.0,2168.0,5251.0,126.0,360.0,1,Male,Yes,2,Not Graduate,No,Urban
Y,6333.0,4583.0,10916.0,259.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,2625.0,5743.125,8368.125,187.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,9083.0,0.0,9083.0,228.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
N,8750.0,4167.0,12917.0,261.5,360.0,1,Male,No,0,Graduate,No,Rural
Y,2666.0,2083.0,4749.0,95.0,360.0,1,Male,Yes,3,Graduate,No,Rural
N,5500.0,0.0,5500.0,105.0,360.0,0,Female,Yes,0,Graduate,Yes,Rural
Y,2423.0,505.0,2928.0,130.0,360.0,1,Female,Yes,0,Graduate,No,Semiurban
Y,3813.0,0.0,3813.0,116.0,180.0,1,Female,No,0,Graduate,No,Urban
Y,8333.0,3167.0,11500.0,165.0,360.0,1,Male,Yes,2,Graduate,No,Rural
N,3875.0,0.0,3875.0,67.0,360.0,1,Male,Yes,1,Graduate,No,Urban
N,3000.0,1666.0,4666.0,100.0,480.0,0,Male,Yes,0,Not Graduate,No,Urban
Y,5167.0,3167.0,8334.0,200.0,360.0,1,Male,Yes,3,Graduate,No,Semiurban
N,4723.0,0.0,4723.0,81.0,360.0,1,Female,No,1,Graduate,No,Semiurban
Y,5000.0,3667.0,8667.0,236.0,360.0,1,Male,Yes,2,Graduate,No,Semiurban
Y,4750.0,2333.0,7083.0,130.0,360.0,1,Male,Yes,0,Graduate,No,Urban
Y,3013.0,3033.0,6046.0,95.0,300.0,1,Male,Yes,0,Graduate,No,Urban
Y,6822.0,0.0,6822.0,141.0,360.0,1,Male,No,0,Graduate,Yes,Rural
N,6216.0,0.0,6216.0,133.0,360.0,1,Male,No,0,Not Graduate,No,Rural
N,2500.0,0.0,2500.0,96.0,480.0,1,Male,No,0,Graduate,No,Semiurban
N,5124.0,0.0,5124.0,124.0,360.0,0,Male,No,0,Graduate,No,Rural
Y,6325.0,0.0,6325.0,175.0,360.0,1,Male,Yes,1,Graduate,No,Semiurban
N,10171.25,5266.0,15437.25,261.5,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,10171.25,0.0,10171.25,55.0,360.0,1,Female,No,0,Graduate,Yes,Semiurban
Y,5185.0,0.0,5185.0,155.0,360.0,1,Male,Yes,2,Graduate,No,Semiurban
Y,9323.0,5743.125,15066.125,261.5,300.0,1,Male,Yes,2,Graduate,Yes,Rural
N,3062.0,1987.0,5049.0,111.0,180.0,0,Male,No,1,Graduate,No,Urban
Y,2764.0,1459.0,4223.0,110.0,360.0,1,Female,No,0,Graduate,No,Urban
Y,4817.0,923.0,5740.0,120.0,180.0,1,Male,Yes,0,Graduate,No,Urban
Y,8750.0,4996.0,13746.0,130.0,360.0,1,Male,Yes,3,Graduate,No,Rural
Y,4310.0,0.0,4310.0,130.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
N,3069.0,0.0,3069.0,71.0,480.0,1,Male,No,0,Graduate,No,Urban
Y,5391.0,0.0,5391.0,130.0,360.0,1,Male,Yes,2,Graduate,No,Urban
Y,3333.0,2500.0,5833.0,128.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,5941.0,4232.0,10173.0,261.5,360.0,1,Male,No,0,Graduate,No,Semiurban
Y,6000.0,0.0,6000.0,156.0,360.0,1,Female,No,0,Graduate,No,Urban
Y,7167.0,0.0,7167.0,128.0,360.0,1,Male,No,0,Graduate,Yes,Urban
N,4566.0,0.0,4566.0,100.0,360.0,1,Male,Yes,2,Graduate,No,Urban
Y,3667.0,0.0,3667.0,113.0,180.0,1,Male,No,1,Graduate,No,Urban
Y,2346.0,1600.0,3946.0,132.0,360.0,1,Male,No,0,Not Graduate,No,Semiurban
N,3010.0,3136.0,6146.0,128.0,360.0,0,Male,Yes,0,Not Graduate,No,Urban
Y,2333.0,2417.0,4750.0,136.0,360.0,1,Male,Yes,0,Graduate,No,Urban
Y,5488.0,0.0,5488.0,125.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,9167.0,0.0,9167.0,185.0,360.0,1,Male,No,3,Graduate,No,Rural
Y,9504.0,0.0,9504.0,261.5,360.0,1,Male,Yes,3,Graduate,No,Rural
Y,2583.0,2115.0,4698.0,120.0,360.0,1,Male,Yes,0,Graduate,No,Urban
Y,1993.0,1625.0,3618.0,113.0,180.0,1,Male,Yes,2,Not Graduate,No,Semiurban
Y,3100.0,1400.0,4500.0,113.0,360.0,1,Male,Yes,2,Graduate,No,Urban
Y,3276.0,484.0,3760.0,135.0,360.0,1,Male,Yes,2,Graduate,No,Semiurban
N,3180.0,0.0,3180.0,71.0,360.0,0,Female,No,0,Graduate,No,Urban
Y,3033.0,1459.0,4492.0,95.0,360.0,1,Male,Yes,0,Graduate,No,Urban
Y,3902.0,1666.0,5568.0,109.0,360.0,1,Male,No,0,Not Graduate,No,Rural
N,1500.0,1800.0,3300.0,103.0,360.0,0,Female,No,0,Graduate,No,Semiurban
N,2889.0,0.0,2889.0,45.0,180.0,0,Male,Yes,2,Not Graduate,No,Urban
N,2755.0,0.0,2755.0,65.0,300.0,1,Male,No,0,Not Graduate,No,Rural
Y,2500.0,5743.125,8243.125,103.0,360.0,1,Male,No,0,Graduate,No,Semiurban
Y,1963.0,0.0,1963.0,53.0,360.0,1,Female,No,0,Not Graduate,No,Semiurban
N,7441.0,0.0,7441.0,194.0,360.0,1,Female,No,0,Graduate,Yes,Rural
Y,4547.0,0.0,4547.0,115.0,360.0,1,Female,No,0,Graduate,No,Semiurban
Y,2167.0,2400.0,4567.0,115.0,360.0,1,Male,Yes,0,Not Graduate,No,Urban
Y,2213.0,0.0,2213.0,66.0,360.0,1,Female,No,0,Not Graduate,No,Rural
N,8300.0,0.0,8300.0,152.0,300.0,0,Male,Yes,1,Graduate,No,Semiurban
N,10171.25,0.0,10171.25,261.5,360.0,0,Male,Yes,3,Graduate,No,Rural
N,3867.0,0.0,3867.0,62.0,360.0,1,Female,No,1,Not Graduate,Yes,Semiurban
Y,6256.0,0.0,6256.0,160.0,360.0,1,Male,Yes,0,Graduate,No,Urban
N,6096.0,0.0,6096.0,218.0,360.0,0,Male,Yes,0,Not Graduate,No,Rural
Y,2253.0,2033.0,4286.0,110.0,360.0,1,Male,Yes,0,Not Graduate,No,Rural
N,2149.0,3237.0,5386.0,178.0,360.0,0,Female,Yes,0,Not Graduate,No,Semiurban
Y,2995.0,0.0,2995.0,60.0,360.0,1,Female,No,0,Graduate,No,Urban
N,2600.0,0.0,2600.0,160.0,360.0,1,Female,No,1,Graduate,No,Urban
N,1600.0,5743.125,7343.125,239.0,360.0,1,Male,Yes,2,Graduate,Yes,Urban
Y,1025.0,2773.0,3798.0,112.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,3246.0,1417.0,4663.0,138.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,5829.0,0.0,5829.0,138.0,360.0,1,Male,Yes,0,Graduate,No,Rural
N,2720.0,0.0,2720.0,80.0,360.0,0,Female,No,0,Not Graduate,No,Urban
Y,1820.0,1719.0,3539.0,100.0,360.0,1,Male,Yes,0,Graduate,No,Urban
N,7250.0,1667.0,8917.0,110.0,360.0,0,Male,Yes,1,Graduate,No,Urban
Y,10171.25,0.0,10171.25,96.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,2666.0,4300.0,6966.0,121.0,360.0,1,Male,Yes,0,Graduate,No,Rural
N,4606.0,0.0,4606.0,81.0,360.0,1,Female,No,1,Not Graduate,No,Rural
Y,5935.0,0.0,5935.0,133.0,360.0,1,Male,Yes,2,Graduate,No,Semiurban
Y,2920.0,16.12000084,2936.12000084,87.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,2717.0,0.0,2717.0,60.0,180.0,1,Male,No,0,Not Graduate,No,Urban
Y,8624.0,0.0,8624.0,150.0,360.0,1,Female,No,1,Graduate,Yes,Semiurban
N,6500.0,0.0,6500.0,105.0,360.0,0,Male,No,0,Graduate,No,Rural
Y,10171.25,0.0,10171.25,261.5,360.0,1,Male,No,0,Graduate,No,Semiurban
Y,2425.0,2340.0,4765.0,143.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,3750.0,0.0,3750.0,100.0,360.0,1,Male,No,0,Graduate,No,Urban
Y,10047.0,0.0,10047.0,128.0,240.0,1,Female,Yes,0,Graduate,No,Semiurban
Y,1926.0,1851.0,3777.0,50.0,360.0,1,Male,No,0,Graduate,No,Semiurban
Y,2213.0,1125.0,3338.0,128.0,360.0,1,Male,Yes,0,Graduate,No,Urban
N,10171.25,0.0,10171.25,187.0,360.0,0,Male,No,0,Graduate,Yes,Urban
Y,7142.0,0.0,7142.0,138.0,360.0,1,Female,Yes,0,Not Graduate,Yes,Rural
Y,3660.0,5064.0,8724.0,187.0,360.0,1,Male,No,0,Graduate,No,Semiurban
Y,7901.0,1833.0,9734.0,180.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,4707.0,1993.0,6700.0,148.0,360.0,1,Male,No,3,Not Graduate,No,Semiurban
Y,10171.25,0.0,10171.25,152.0,360.0,1,Male,No,1,Graduate,No,Semiurban
Y,7333.0,5743.125,13076.125,175.0,300.0,1,Male,Yes,0,Graduate,No,Rural
Y,3466.0,1210.0,4676.0,130.0,360.0,1,Male,Yes,1,Graduate,Yes,Rural
Y,4652.0,0.0,4652.0,110.0,360.0,1,Male,Yes,2,Not Graduate,No,Rural
N,3539.0,1376.0,4915.0,55.0,360.0,1,Male,Yes,0,Graduate,No,Rural
N,3340.0,1710.0,5050.0,150.0,360.0,0,Male,Yes,2,Graduate,No,Rural
N,2769.0,1542.0,4311.0,190.0,360.0,1,Male,No,1,Not Graduate,Yes,Semiurban
N,2309.0,1255.0,3564.0,125.0,360.0,0,Male,Yes,2,Not Graduate,No,Rural
Y,1958.0,1456.0,3414.0,60.0,300.0,1,Male,Yes,2,Not Graduate,No,Urban
N,3948.0,1733.0,5681.0,149.0,360.0,0,Male,Yes,0,Graduate,No,Rural
Y,2483.0,2466.0,4949.0,90.0,180.0,0,Male,Yes,0,Graduate,No,Rural
Y,7085.0,0.0,7085.0,84.0,360.0,1,Male,No,0,Graduate,Yes,Semiurban
Y,3859.0,0.0,3859.0,96.0,360.0,1,Male,Yes,2,Graduate,No,Semiurban
Y,4301.0,0.0,4301.0,118.0,360.0,1,Male,Yes,0,Graduate,No,Urban
N,3708.0,2569.0,6277.0,173.0,360.0,1,Male,Yes,0,Graduate,No,Urban
Y,4354.0,0.0,4354.0,136.0,360.0,1,Male,No,2,Graduate,No,Rural
N,8334.0,0.0,8334.0,160.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,2083.0,4083.0,6166.0,160.0,360.0,1,Male,Yes,0,Graduate,Yes,Semiurban
Y,7740.0,0.0,7740.0,128.0,180.0,1,Male,Yes,3,Graduate,No,Urban
Y,3015.0,2188.0,5203.0,153.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,5191.0,0.0,5191.0,132.0,360.0,1,Female,No,1,Not Graduate,No,Semiurban
N,4166.0,0.0,4166.0,98.0,360.0,0,Male,No,0,Graduate,No,Semiurban
Y,6000.0,0.0,6000.0,140.0,360.0,1,Male,No,0,Graduate,No,Rural
N,2947.0,1664.0,4611.0,70.0,180.0,0,Male,Yes,3,Not Graduate,No,Urban
Y,10171.25,0.0,10171.25,110.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,210.0,2917.0,3127.0,98.0,360.0,1,Female,Yes,2,Not Graduate,No,Semiurban
N,4333.0,2451.0,6784.0,110.0,360.0,1,Male,Yes,0,Graduate,No,Urban
Y,3450.0,2079.0,5529.0,162.0,360.0,1,Male,Yes,1,Graduate,Yes,Semiurban
N,2653.0,1500.0,4153.0,113.0,180.0,0,Male,Yes,1,Not Graduate,No,Rural
Y,4691.0,0.0,4691.0,100.0,360.0,1,Male,Yes,3,Graduate,No,Semiurban
Y,2500.0,0.0,2500.0,93.0,360.0,1,Female,No,0,Graduate,Yes,Urban
Y,5532.0,4648.0,10180.0,162.0,360.0,1,Male,No,2,Graduate,No,Rural
Y,10171.25,1014.0,11185.25,150.0,360.0,1,Male,Yes,2,Graduate,Yes,Rural
Y,6700.0,1750.0,8450.0,230.0,300.0,1,Male,Yes,2,Graduate,No,Semiurban
N,2873.0,1872.0,4745.0,132.0,360.0,0,Male,Yes,2,Graduate,No,Semiurban
Y,10171.25,2250.0,12421.25,86.0,360.0,1,Male,Yes,1,Graduate,Yes,Semiurban
N,2947.0,1603.0,4550.0,128.0,360.0,1,Male,Yes,2,Graduate,No,Urban
Y,4350.0,0.0,4350.0,154.0,360.0,1,Female,No,0,Not Graduate,No,Rural
Y,3095.0,0.0,3095.0,113.0,360.0,1,Male,Yes,3,Not Graduate,No,Rural
Y,2083.0,3150.0,5233.0,128.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,10171.25,0.0,10171.25,234.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,8333.0,0.0,8333.0,246.0,360.0,1,Male,Yes,2,Graduate,No,Semiurban
Y,1958.0,2436.0,4394.0,131.0,360.0,1,Male,Yes,1,Not Graduate,No,Rural
N,3547.0,0.0,3547.0,80.0,360.0,0,Male,No,2,Graduate,No,Rural
N,10171.25,0.0,10171.25,261.5,360.0,1,Male,Yes,1,Graduate,No,Urban
Y,4583.0,2083.0,6666.0,160.0,360.0,1,Male,Yes,2,Graduate,Yes,Semiurban
N,2435.0,0.0,2435.0,75.0,360.0,1,Male,No,0,Graduate,No,Urban
Y,2699.0,2785.0,5484.0,96.0,360.0,1,Male,No,0,Not Graduate,No,Semiurban
Y,5333.0,1131.0,6464.0,186.0,360.0,1,Male,Yes,1,Not Graduate,No,Urban
Y,3691.0,0.0,3691.0,110.0,360.0,1,Male,No,0,Not Graduate,No,Rural
Y,10171.25,0.0,10171.25,225.0,360.0,1,Female,No,0,Not Graduate,Yes,Semiurban
N,3597.0,2157.0,5754.0,119.0,360.0,0,Male,Yes,0,Graduate,No,Rural
Y,3326.0,913.0,4239.0,105.0,84.0,1,Female,Yes,1,Graduate,No,Semiurban
Y,2600.0,1700.0,4300.0,107.0,360.0,1,Male,Yes,0,Not Graduate,No,Rural
Y,4625.0,2857.0,7482.0,111.0,12.0,1,Male,Yes,0,Graduate,No,Urban
Y,2895.0,0.0,2895.0,95.0,360.0,1,Male,Yes,1,Graduate,Yes,Semiurban
N,6283.0,4416.0,10699.0,209.0,360.0,0,Male,No,0,Graduate,No,Rural
Y,645.0,3683.0,4328.0,113.0,480.0,1,Female,No,0,Graduate,No,Rural
Y,3159.0,0.0,3159.0,100.0,360.0,1,Female,No,0,Graduate,No,Semiurban
Y,4865.0,5624.0,10489.0,208.0,360.0,1,Male,Yes,2,Graduate,No,Semiurban
N,4050.0,5302.0,9352.0,138.0,360.0,1,Male,Yes,1,Not Graduate,No,Rural
Y,3814.0,1483.0,5297.0,124.0,300.0,1,Male,Yes,0,Not Graduate,No,Semiurban
Y,3510.0,4416.0,7926.0,243.0,360.0,1,Male,Yes,2,Graduate,No,Rural
Y,10171.25,5743.125,15914.375,261.5,360.0,1,Male,Yes,0,Graduate,No,Urban
N,3583.0,0.0,3583.0,96.0,360.0,1,Male,No,0,Graduate,No,Urban
Y,2479.0,3013.0,5492.0,188.0,360.0,1,Male,Yes,0,Graduate,Yes,Urban
Y,10171.25,0.0,10171.25,40.0,360.0,1,Female,No,1,Graduate,No,Urban
N,3598.0,1287.0,4885.0,100.0,360.0,1,Male,No,0,Not Graduate,No,Rural
Y,6065.0,2004.0,8069.0,250.0,360.0,1,Male,Yes,1,Graduate,No,Semiurban
Y,3283.0,2035.0,5318.0,148.0,360.0,1,Male,Yes,2,Graduate,No,Urban
N,2130.0,5743.125,7873.125,70.0,180.0,1,Male,Yes,0,Graduate,No,Semiurban
N,5815.0,3666.0,9481.0,261.5,360.0,1,Male,No,0,Graduate,No,Rural
Y,3466.0,3428.0,6894.0,150.0,360.0,1,Male,Yes,3,Graduate,No,Rural
Y,2031.0,1632.0,3663.0,113.0,480.0,1,Female,Yes,2,Graduate,No,Semiurban
N,3074.0,1800.0,4874.0,123.0,360.0,0,Male,Yes,0,Not Graduate,No,Semiurban
N,4683.0,1915.0,6598.0,185.0,360.0,1,Male,No,0,Graduate,No,Semiurban
N,3400.0,0.0,3400.0,95.0,360.0,1,Female,No,0,Not Graduate,No,Rural
Y,2192.0,1742.0,3934.0,45.0,360.0,1,Male,Yes,2,Not Graduate,No,Semiurban
Y,2500.0,0.0,2500.0,55.0,360.0,1,Male,No,0,Graduate,No,Semiurban
Y,5677.0,1424.0,7101.0,100.0,360.0,1,Male,Yes,3,Graduate,Yes,Rural
Y,7948.0,5743.125,13691.125,261.5,360.0,1,Male,Yes,2,Graduate,Yes,Rural
N,4680.0,2087.0,6767.0,128.0,360.0,1,Male,No,0,Graduate,No,Semiurban
Y,10171.25,0.0,10171.25,261.5,360.0,1,Male,Yes,2,Graduate,Yes,Rural
Y,3775.0,0.0,3775.0,110.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,5285.0,1430.0,6715.0,161.0,360.0,0,Male,Yes,1,Not Graduate,No,Semiurban
Y,2679.0,1302.0,3981.0,94.0,360.0,1,Male,No,1,Not Graduate,No,Semiurban
Y,6783.0,0.0,6783.0,130.0,360.0,1,Male,No,0,Not Graduate,No,Semiurban
Y,1025.0,5500.0,6525.0,216.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,4281.0,0.0,4281.0,100.0,360.0,1,Male,Yes,3,Graduate,No,Urban
N,3588.0,0.0,3588.0,110.0,360.0,0,Male,No,2,Graduate,No,Rural
N,10171.25,0.0,10171.25,196.0,360.0,1,Male,No,1,Graduate,No,Semiurban
Y,10171.25,0.0,10171.25,125.0,360.0,1,Female,No,0,Not Graduate,Yes,Urban
Y,2550.0,2042.0,4592.0,126.0,360.0,1,Male,No,0,Not Graduate,No,Rural
Y,6133.0,3906.0,10039.0,261.5,360.0,1,Male,Yes,0,Graduate,No,Urban
Y,3617.0,0.0,3617.0,107.0,360.0,1,Male,No,2,Graduate,No,Semiurban
N,2917.0,536.0,3453.0,66.0,360.0,1,Male,Yes,0,Not Graduate,No,Rural
Y,6417.0,0.0,6417.0,157.0,180.0,1,Male,Yes,3,Graduate,No,Rural
Y,4608.0,2845.0,7453.0,140.0,180.0,1,Female,Yes,1,Graduate,No,Semiurban
N,2138.0,0.0,2138.0,99.0,360.0,0,Female,No,0,Graduate,No,Semiurban
Y,3652.0,0.0,3652.0,95.0,360.0,1,Female,No,1,Graduate,No,Semiurban
Y,2239.0,2524.0,4763.0,128.0,360.0,1,Male,Yes,1,Not Graduate,No,Urban
Y,3017.0,663.0,3680.0,102.0,360.0,1,Female,Yes,0,Not Graduate,No,Semiurban
Y,2768.0,1950.0,4718.0,155.0,360.0,1,Male,Yes,0,Graduate,No,Rural
N,3358.0,0.0,3358.0,80.0,36.0,1,Male,No,0,Not Graduate,No,Semiurban
Y,2526.0,1783.0,4309.0,145.0,360.0,1,Male,No,0,Graduate,No,Rural
N,5000.0,0.0,5000.0,103.0,360.0,0,Female,No,0,Graduate,No,Semiurban
Y,2785.0,2016.0,4801.0,110.0,360.0,1,Male,Yes,0,Graduate,No,Rural
N,6633.0,0.0,6633.0,128.0,360.0,0,Male,Yes,2,Graduate,Yes,Rural
Y,2492.0,2375.0,4867.0,128.0,360.0,1,Male,Yes,1,Not Graduate,No,Rural
Y,3333.0,3250.0,6583.0,158.0,360.0,1,Male,Yes,1,Graduate,No,Urban
N,2454.0,2333.0,4787.0,181.0,360.0,0,Male,Yes,0,Not Graduate,No,Urban
N,3593.0,4266.0,7859.0,132.0,180.0,0,Male,Yes,0,Graduate,No,Rural
Y,5468.0,1032.0,6500.0,26.0,360.0,1,Male,Yes,1,Graduate,No,Semiurban
Y,2667.0,1625.0,4292.0,84.0,360.0,1,Female,No,0,Graduate,No,Urban
Y,10139.0,0.0,10139.0,260.0,360.0,1,Male,Yes,3,Graduate,Yes,Semiurban
Y,3887.0,2669.0,6556.0,162.0,360.0,1,Male,Yes,0,Graduate,No,Semiurban
Y,4180.0,2306.0,6486.0,182.0,360.0,1,Female,Yes,0,Graduate,No,Semiurban
Y,3675.0,242.0,3917.0,108.0,360.0,1,Male,Yes,2,Not Graduate,No,Semiurban
Y,10171.25,0.0,10171.25,261.5,360.0,1,Female,Yes,1,Graduate,Yes,Semiurban
Y,5923.0,2054.0,7977.0,211.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,5800.0,0.0,5800.0,132.0,360.0,1,Male,No,0,Not Graduate,Yes,Semiurban
N,8799.0,0.0,8799.0,258.0,360.0,0,Male,Yes,2,Graduate,No,Urban
Y,4467.0,0.0,4467.0,120.0,360.0,1,Male,Yes,0,Not Graduate,No,Rural
Y,3333.0,0.0,3333.0,70.0,360.0,1,Male,No,0,Graduate,No,Urban
N,3400.0,2500.0,5900.0,123.0,360.0,0,Male,Yes,3,Graduate,No,Rural
N,2378.0,0.0,2378.0,9.0,360.0,1,Female,No,0,Graduate,No,Urban
N,3166.0,2064.0,5230.0,104.0,360.0,0,Male,Yes,0,Graduate,No,Urban
Y,3417.0,1750.0,5167.0,186.0,360.0,1,Male,Yes,1,Graduate,No,Urban
N,5116.0,1451.0,6567.0,165.0,360.0,0,Male,Yes,0,Graduate,No,Urban
Y,10171.25,0.0,10171.25,261.5,360.0,1,Male,Yes,2,Graduate,No,Urban
N,6125.0,1625.0,7750.0,187.0,480.0,1,Male,Yes,2,Not Graduate,No,Semiurban
N,6406.0,0.0,6406.0,150.0,360.0,1,Male,Yes,3,Graduate,No,Semiurban
Y,3159.0,461.0,3620.0,108.0,84.0,1,Male,Yes,2,Graduate,No,Urban
N,3087.0,2210.0,5297.0,136.0,360.0,0,Male,Yes,0,Graduate,No,Semiurban
Y,3229.0,2739.0,5968.0,110.0,360.0,1,Male,No,0,Graduate,No,Urban
